Gmt time,Open,High,Low,Close,Volume
11.01.2010 22:00:00.000,1.45108,1.45479,1.44507,1.44816,79620499755.86
12.01.2010 22:00:00.000,1.44832,1.45797,1.44550,1.45082,79818599731.45
13.01.2010 22:00:00.000,1.45089,1.45546,1.44450,1.44969,80521999145.51
14.01.2010 22:00:00.000,1.44980,1.45111,1.43347,1.43849,80340100463.87
17.01.2010 22:00:00.000,1.43530,1.43999,1.43325,1.43815,81040999633.79
18.01.2010 22:00:00.000,1.43816,1.44124,1.42498,1.42855,79048100097.66
19.01.2010 22:00:00.000,1.42859,1.42946,1.40780,1.41051,80415399658.2
20.01.2010 22:00:00.000,1.41043,1.41422,1.40247,1.40826,79167399658.2
21.01.2010 22:00:00.000,1.40836,1.41805,1.40649,1.41361,79507799682.62
24.01.2010 22:00:00.000,1.41557,1.41939,1.41248,1.41491,78701199462.89
25.01.2010 22:00:00.000,1.41493,1.41780,1.40397,1.40698,79117200317.38
26.01.2010 22:00:00.000,1.40701,1.40957,1.39944,1.40200,79560400390.63
27.01.2010 22:00:00.000,1.40216,1.40516,1.39454,1.39692,79533499267.58
28.01.2010 22:00:00.000,1.39686,1.39861,1.38589,1.38605,78720400146.48
31.01.2010 22:00:00.000,1.38608,1.39366,1.38501,1.39289,80144300659.18
01.02.2010 22:00:00.000,1.39292,1.39748,1.38830,1.39629,79834699829.1
02.02.2010 22:00:00.000,1.39632,1.40247,1.38829,1.38922,80242199951.17
03.02.2010 22:00:00.000,1.38916,1.39022,1.37184,1.37213,79709599975.59
04.02.2010 22:00:00.000,1.37218,1.37448,1.35816,1.36763,80182300048.83
07.02.2010 22:00:00.000,1.36553,1.37128,1.36195,1.36475,80947100830.08
08.02.2010 22:00:00.000,1.36461,1.38385,1.36400,1.37951,79000099731.45
09.02.2010 22:00:00.000,1.37961,1.38112,1.36747,1.37335,80559799926.76
10.02.2010 22:00:00.000,1.37336,1.37999,1.35930,1.36915,79846600585.94
11.02.2010 22:00:00.000,1.36919,1.36937,1.35276,1.36305,79518200073.24
14.02.2010 22:00:00.000,1.36240,1.36323,1.35767,1.35959,78848900268.56
15.02.2010 22:00:00.000,1.35972,1.37778,1.35872,1.37677,80626800415.04
16.02.2010 22:00:00.000,1.37696,1.37892,1.35834,1.36058,80772900512.7
17.02.2010 22:00:00.000,1.36034,1.36529,1.35132,1.35243,80798499023.44
18.02.2010 22:00:00.000,1.35232,1.36172,1.34431,1.36082,80787099975.59
21.02.2010 22:00:00.000,1.36330,1.36534,1.35723,1.35932,79892199462.89
22.02.2010 22:00:00.000,1.35939,1.36917,1.34950,1.35050,80743600219.73
23.02.2010 22:00:00.000,1.35055,1.36253,1.34995,1.35338,80283400268.56
24.02.2010 22:00:00.000,1.35352,1.35696,1.34484,1.35478,80896199829.1
25.02.2010 22:00:00.000,1.35452,1.36825,1.35271,1.36280,80021200317.38
28.02.2010 22:00:00.000,1.36207,1.36538,1.34589,1.35576,81209399780.27
01.03.2010 22:00:00.000,1.35589,1.36207,1.34345,1.36143,80600700683.59
02.03.2010 22:00:00.000,1.36141,1.37356,1.35898,1.36945,80333000244.14
03.03.2010 22:00:00.000,1.36953,1.37108,1.35504,1.35794,80169699829.1
04.03.2010 22:00:00.000,1.35774,1.36297,1.35288,1.36222,78971999877.93
07.03.2010 22:00:00.000,1.36316,1.37038,1.36038,1.36319,78549400512.7
08.03.2010 22:00:00.000,1.36325,1.36348,1.35337,1.35996,79167199951.17
09.03.2010 22:00:00.000,1.35995,1.36795,1.35416,1.36542,80122899658.2
10.03.2010 22:00:00.000,1.36548,1.36857,1.36175,1.36778,79964000488.28
11.03.2010 22:00:00.000,1.36783,1.37981,1.36671,1.37653,79931100097.66
14.03.2010 21:00:00.000,1.37699,1.37778,1.36382,1.36754,80024400390.63
15.03.2010 21:00:00.000,1.36748,1.37808,1.36549,1.37641,79840399414.06
16.03.2010 21:00:00.000,1.37641,1.38171,1.37232,1.37363,79941299560.55
17.03.2010 21:00:00.000,1.37357,1.37423,1.35826,1.36055,79361600463.87
18.03.2010 21:00:00.000,1.36056,1.36269,1.34997,1.35287,80767600341.8
21.03.2010 21:00:00.000,1.35340,1.35673,1.34606,1.35570,79979099853.52
22.03.2010 21:00:00.000,1.35562,1.35679,1.34739,1.34974,80419600708.01
23.03.2010 21:00:00.000,1.34970,1.35054,1.33092,1.33124,79249599731.45
24.03.2010 21:00:00.000,1.33114,1.33881,1.32658,1.32702,79773500122.07
25.03.2010 21:00:00.000,1.32694,1.34246,1.32664,1.34081,80064999389.65
28.03.2010 21:00:00.000,1.34147,1.35051,1.34147,1.34812,80123599975.59
29.03.2010 21:00:00.000,1.34812,1.35348,1.33931,1.34113,79428300170.9
30.03.2010 21:00:00.000,1.34079,1.35475,1.33819,1.35075,79226600219.73
31.03.2010 21:00:00.000,1.35074,1.35904,1.34575,1.35872,79448100219.73
01.04.2010 21:00:00.000,1.35830,1.35899,1.34713,1.35012,79591699584.96
04.04.2010 21:00:00.000,1.34970,1.35380,1.34562,1.34829,79478899047.85
05.04.2010 21:00:00.000,1.34814,1.34960,1.33536,1.33978,78731799560.55
06.04.2010 21:00:00.000,1.33975,1.34080,1.33248,1.33424,80486099731.45
07.04.2010 21:00:00.000,1.33424,1.33655,1.32786,1.33590,79576600708.01
08.04.2010 21:00:00.000,1.33600,1.34989,1.33363,1.34965,80008300415.04
11.04.2010 21:00:00.000,1.35290,1.36905,1.35290,1.35877,79630500122.07
12.04.2010 21:00:00.000,1.35889,1.36265,1.35437,1.36117,79449199951.17
13.04.2010 21:00:00.000,1.36108,1.36794,1.35929,1.36514,79758700561.52
14.04.2010 21:00:00.000,1.36496,1.36657,1.35169,1.35697,79513400024.41
15.04.2010 21:00:00.000,1.35703,1.35846,1.34703,1.35013,79319499511.72
18.04.2010 21:00:00.000,1.34970,1.34970,1.34124,1.34849,79825200561.52
19.04.2010 21:00:00.000,1.34873,1.35222,1.34247,1.34332,80159100219.73
20.04.2010 21:00:00.000,1.34337,1.34495,1.33561,1.33885,79887300292.97
21.04.2010 21:00:00.000,1.33875,1.34209,1.32580,1.32925,79101800170.9
22.04.2010 21:00:00.000,1.32909,1.33995,1.32014,1.33818,77986199829.1
25.04.2010 21:00:00.000,1.33773,1.33959,1.32892,1.33813,79499400268.56
26.04.2010 21:00:00.000,1.33808,1.34131,1.31638,1.31741,79819100585.94
27.04.2010 21:00:00.000,1.31714,1.32654,1.31117,1.32195,79389399902.34
28.04.2010 21:00:00.000,1.32184,1.32773,1.31819,1.32323,80621098876.95
29.04.2010 21:00:00.000,1.32306,1.33418,1.32196,1.32926,79621200073.24
30.04.2010 21:00:00.000,1.32926,1.32926,1.32890,1.32890,0
02.05.2010 21:00:00.000,1.32974,1.33586,1.31498,1.31924,79963399414.06
03.05.2010 21:00:00.000,1.31931,1.32130,1.29776,1.29846,79794699707.03
04.05.2010 21:00:00.000,1.29853,1.29952,1.28029,1.28114,81124300537.11
05.05.2010 21:00:00.000,1.28110,1.28539,1.25187,1.26180,80471499389.65
06.05.2010 21:00:00.000,1.26174,1.27974,1.25836,1.27476,80778399658.2
09.05.2010 21:00:00.000,1.27799,1.30918,1.27583,1.27847,80084399291.99
10.05.2010 21:00:00.000,1.27834,1.27996,1.26540,1.26593,79816500366.21
11.05.2010 21:00:00.000,1.26607,1.27395,1.26032,1.26123,80639699829.1
12.05.2010 21:00:00.000,1.26134,1.26833,1.25148,1.25330,79801500000
13.05.2010 21:00:00.000,1.25316,1.25756,1.23522,1.23583,79796799560.55
16.05.2010 21:00:00.000,1.23537,1.24134,1.22373,1.23916,79766100585.94
17.05.2010 21:00:00.000,1.23928,1.24436,1.21641,1.22002,80411499755.86
18.05.2010 21:00:00.000,1.22002,1.24235,1.21429,1.24124,80270500000
19.05.2010 21:00:00.000,1.24122,1.25969,1.22951,1.24866,79635399902.34
20.05.2010 21:00:00.000,1.24842,1.26704,1.24549,1.25688,80305200195.31
23.05.2010 21:00:00.000,1.25667,1.25667,1.23430,1.23702,79802400634.77
24.05.2010 21:00:00.000,1.23684,1.23715,1.21747,1.23423,80121200195.31
25.05.2010 21:00:00.000,1.23454,1.23870,1.21651,1.21761,80695699951.17
26.05.2010 21:00:00.000,1.21776,1.23936,1.21498,1.23603,80215300659.18
27.05.2010 21:00:00.000,1.23585,1.24518,1.22614,1.22697,80258199218.75
30.05.2010 21:00:00.000,1.22748,1.23335,1.22568,1.23042,79524300781.25
31.05.2010 21:00:00.000,1.23030,1.23521,1.21080,1.22273,80635300659.18
01.06.2010 21:00:00.000,1.22265,1.22718,1.21741,1.22475,80649500366.21
02.06.2010 21:00:00.000,1.22485,1.23263,1.21492,1.21613,79734300415.04
03.06.2010 21:00:00.000,1.21606,1.22146,1.19536,1.19637,80185699951.17
06.06.2010 21:00:00.000,1.19602,1.19908,1.18746,1.19213,80318299804.69
07.06.2010 21:00:00.000,1.19254,1.20093,1.18989,1.19713,80516500244.14
08.06.2010 21:00:00.000,1.19717,1.20728,1.19198,1.19765,79663699218.75
09.06.2010 21:00:00.000,1.19766,1.21415,1.19543,1.21217,79604700561.52
10.06.2010 21:00:00.000,1.21249,1.21526,1.20440,1.21095,80282699584.96
13.06.2010 21:00:00.000,1.21157,1.22997,1.21120,1.22183,80331599853.52
14.06.2010 21:00:00.000,1.22186,1.23494,1.21628,1.23312,81434000366.21
15.06.2010 21:00:00.000,1.23309,1.23517,1.22518,1.23090,80450099609.38
16.06.2010 21:00:00.000,1.23067,1.24141,1.22393,1.23871,80186198974.61
17.06.2010 21:00:00.000,1.23830,1.24153,1.23504,1.23882,80008599731.45
20.06.2010 21:00:00.000,1.23952,1.24660,1.23008,1.23095,79923199829.1
21.06.2010 21:00:00.000,1.23094,1.23500,1.22506,1.22694,80464300170.9
22.06.2010 21:00:00.000,1.22653,1.23438,1.22074,1.23084,81060399902.34
23.06.2010 21:00:00.000,1.23076,1.23872,1.22583,1.23321,79904999389.65
24.06.2010 21:00:00.000,1.23304,1.23934,1.22504,1.23671,80549099243.16
27.06.2010 21:00:00.000,1.23714,1.23974,1.22631,1.22741,80231800292.97
28.06.2010 21:00:00.000,1.22754,1.22904,1.21485,1.21858,79735699951.17
29.06.2010 21:00:00.000,1.21822,1.23032,1.21634,1.22351,80742099975.59
30.06.2010 21:00:00.000,1.22339,1.25380,1.21914,1.25252,81409499511.72
01.07.2010 21:00:00.000,1.25259,1.26106,1.24794,1.25624,80791100219.73
04.07.2010 21:00:00.000,1.25547,1.25647,1.25050,1.25365,80191700805.66
05.07.2010 21:00:00.000,1.25368,1.26617,1.24783,1.26218,79547599731.45
06.07.2010 21:00:00.000,1.26229,1.26638,1.25516,1.26365,79883500610.35
07.07.2010 21:00:00.000,1.26358,1.27107,1.26168,1.26963,80378299804.69
08.07.2010 21:00:00.000,1.26946,1.27213,1.26079,1.26376,79393399414.06
11.07.2010 21:00:00.000,1.26356,1.26465,1.25477,1.25952,80365699584.96
12.07.2010 21:00:00.000,1.25944,1.27373,1.25216,1.27233,79717099975.59
13.07.2010 21:00:00.000,1.27233,1.27778,1.26807,1.27415,79668599853.52
14.07.2010 21:00:00.000,1.27413,1.29546,1.27066,1.29483,80380800048.83
15.07.2010 21:00:00.000,1.29479,1.30056,1.28867,1.29283,79470099731.45
18.07.2010 21:00:00.000,1.29231,1.29908,1.28675,1.29391,80613999755.86
19.07.2010 21:00:00.000,1.29404,1.30272,1.28377,1.28777,79491499877.93
20.07.2010 21:00:00.000,1.28749,1.29120,1.27293,1.27525,80645099731.45
21.07.2010 21:00:00.000,1.27532,1.29315,1.27367,1.28920,80238400024.41
22.07.2010 21:00:00.000,1.28908,1.29649,1.27920,1.29075,79975500244.14
25.07.2010 21:00:00.000,1.28977,1.30055,1.28735,1.29926,80352799804.69
26.07.2010 21:00:00.000,1.29908,1.30456,1.29493,1.29950,80407099853.52
27.07.2010 21:00:00.000,1.29926,1.30417,1.29653,1.29924,80624100097.66
28.07.2010 21:00:00.000,1.29934,1.31041,1.29767,1.30770,80663299804.69
29.07.2010 21:00:00.000,1.30767,1.30927,1.29775,1.30484,79529699707.03
31.07.2010 21:00:00.000,1.30484,1.30487,1.30484,1.30487,0
01.08.2010 21:00:00.000,1.30533,1.31937,1.30498,1.31790,80832500366.21
02.08.2010 21:00:00.000,1.31791,1.32615,1.31440,1.32268,80338099121.09
03.08.2010 21:00:00.000,1.32277,1.32383,1.31294,1.31585,80094600097.66
04.08.2010 21:00:00.000,1.31583,1.32348,1.31173,1.31879,80099999877.93
05.08.2010 21:00:00.000,1.31873,1.33333,1.31543,1.32753,79727300537.11
08.08.2010 21:00:00.000,1.32851,1.33070,1.32136,1.32196,80629799560.55
09.08.2010 21:00:00.000,1.32189,1.32331,1.30733,1.31753,80821799194.34
10.08.2010 21:00:00.000,1.31732,1.31860,1.28575,1.28605,80587599487.31
11.08.2010 21:00:00.000,1.28629,1.29315,1.27802,1.28254,80894799194.34
12.08.2010 21:00:00.000,1.28271,1.29056,1.27458,1.27495,80405799194.34
15.08.2010 21:00:00.000,1.27550,1.28699,1.27318,1.28243,80264799560.55
16.08.2010 21:00:00.000,1.28215,1.29155,1.28019,1.28831,80364800048.83
17.08.2010 21:00:00.000,1.28833,1.29203,1.28193,1.28511,79976100219.73
18.08.2010 21:00:00.000,1.28504,1.29023,1.27714,1.28205,79917300781.25
19.08.2010 21:00:00.000,1.28209,1.28316,1.26603,1.27075,79772999511.72
22.08.2010 21:00:00.000,1.27026,1.27296,1.26433,1.26557,79184100097.66
23.08.2010 21:00:00.000,1.26555,1.27185,1.25837,1.26249,80906799804.69
24.08.2010 21:00:00.000,1.26230,1.27235,1.26048,1.26571,78604600219.73
25.08.2010 21:00:00.000,1.26570,1.27630,1.26475,1.27127,80766200317.38
26.08.2010 21:00:00.000,1.27153,1.27785,1.26750,1.27595,79474499755.86
29.08.2010 21:00:00.000,1.27575,1.27690,1.26544,1.26588,79750900390.63
30.08.2010 21:00:00.000,1.26588,1.27428,1.26215,1.26782,79505500610.35
31.08.2010 21:00:00.000,1.26766,1.28542,1.26610,1.28062,79682100341.8
01.09.2010 21:00:00.000,1.28051,1.28475,1.27735,1.28224,79999100219.73
02.09.2010 21:00:00.000,1.28241,1.28971,1.28055,1.28945,79121400024.41
05.09.2010 21:00:00.000,1.28903,1.29176,1.28636,1.28742,79652699096.68
06.09.2010 21:00:00.000,1.28749,1.28761,1.26733,1.26811,80338100219.73
07.09.2010 21:00:00.000,1.26804,1.27628,1.26577,1.27184,79853299438.48
08.09.2010 21:00:00.000,1.27209,1.27657,1.26618,1.26933,80101901000.98
09.09.2010 21:00:00.000,1.26942,1.27463,1.26425,1.26801,79538600097.66
12.09.2010 21:00:00.000,1.26748,1.28917,1.26748,1.28812,80845500488.28
13.09.2010 21:00:00.000,1.28809,1.30345,1.28265,1.29960,79827098754.88
14.09.2010 21:00:00.000,1.29960,1.30369,1.29517,1.30094,80170600097.66
15.09.2010 21:00:00.000,1.30081,1.31149,1.29727,1.30763,79712700439.45
16.09.2010 21:00:00.000,1.30772,1.31587,1.30181,1.30474,80571099609.38
19.09.2010 21:00:00.000,1.30550,1.31203,1.30313,1.30601,81406300537.11
20.09.2010 21:00:00.000,1.30584,1.32821,1.30535,1.32614,80359800415.04
21.09.2010 21:00:00.000,1.32613,1.34387,1.32447,1.34039,79774800292.97
22.09.2010 21:00:00.000,1.34047,1.34132,1.33029,1.33123,80920100219.73
23.09.2010 21:00:00.000,1.33123,1.34944,1.32833,1.34884,80020900390.63
26.09.2010 21:00:00.000,1.34842,1.35061,1.34232,1.34519,80167300170.9
27.09.2010 21:00:00.000,1.34528,1.35948,1.33777,1.35816,80398900268.56
28.09.2010 21:00:00.000,1.35845,1.36458,1.35637,1.36255,80256199951.17
29.09.2010 21:00:00.000,1.36256,1.36836,1.35594,1.36333,80734600097.66
30.09.2010 21:00:00.000,1.36324,1.37923,1.36153,1.37887,80217999755.86
03.10.2010 21:00:00.000,1.37923,1.38055,1.36629,1.36847,79715700073.24
04.10.2010 21:00:00.000,1.36840,1.38588,1.36343,1.38373,80619599853.52
05.10.2010 21:00:00.000,1.38393,1.39477,1.37977,1.39287,80654399658.2
06.10.2010 21:00:00.000,1.39283,1.40274,1.38536,1.39253,80172200439.45
07.10.2010 21:00:00.000,1.39235,1.39806,1.38332,1.39353,79742600097.66
10.10.2010 21:00:00.000,1.39474,1.40091,1.38641,1.38747,79637999267.58
11.10.2010 21:00:00.000,1.38756,1.39331,1.37727,1.39244,79710100341.8
12.10.2010 21:00:00.000,1.39239,1.40007,1.39083,1.39593,79833700439.45
13.10.2010 21:00:00.000,1.39585,1.41218,1.39520,1.40825,79076600708.01
14.10.2010 21:00:00.000,1.40831,1.41561,1.39364,1.39742,80498499877.93
17.10.2010 21:00:00.000,1.39800,1.39984,1.38278,1.39331,83121700317.38
18.10.2010 21:00:00.000,1.39320,1.39969,1.37107,1.37240,84034800170.9
19.10.2010 21:00:00.000,1.37251,1.39904,1.36961,1.39613,84055599853.52
20.10.2010 21:00:00.000,1.39596,1.40490,1.38703,1.39156,84834900634.77
21.10.2010 21:00:00.000,1.39180,1.39709,1.38566,1.39522,84828199584.96
24.10.2010 21:00:00.000,1.39570,1.40794,1.39309,1.39624,87190400146.48
25.10.2010 21:00:00.000,1.39625,1.39815,1.38216,1.38575,85141400024.41
26.10.2010 21:00:00.000,1.38586,1.38767,1.37324,1.37682,85164100341.8
27.10.2010 21:00:00.000,1.37665,1.39439,1.37612,1.39293,84633300537.11
28.10.2010 21:00:00.000,1.39288,1.39499,1.38038,1.39451,84957100463.87
31.10.2010 21:00:00.000,1.39508,1.40110,1.38620,1.38912,80827300170.89
01.11.2010 21:00:00.000,1.38916,1.40573,1.38788,1.40321,83130100585.94
02.11.2010 21:00:00.000,1.40322,1.41465,1.39885,1.41374,84143099609.38
03.11.2010 21:00:00.000,1.41363,1.42817,1.40996,1.42052,83795699584.96
04.11.2010 21:00:00.000,1.42053,1.42468,1.40207,1.40296,85818500244.14
07.11.2010 22:00:00.000,1.40581,1.40825,1.38858,1.39173,83562900390.63
08.11.2010 22:00:00.000,1.39179,1.39717,1.37490,1.37705,83423200073.24
09.11.2010 22:00:00.000,1.37712,1.38251,1.36691,1.37814,83434999023.44
10.11.2010 22:00:00.000,1.37813,1.38205,1.36340,1.36656,84255699951.17
11.11.2010 22:00:00.000,1.36644,1.37759,1.35714,1.36895,85049199096.68
14.11.2010 22:00:00.000,1.37046,1.37498,1.35631,1.35858,86330400146.48
15.11.2010 22:00:00.000,1.35862,1.36547,1.34467,1.34885,92040299438.48
16.11.2010 22:00:00.000,1.34860,1.35653,1.34601,1.35285,79301399414.06
17.11.2010 22:00:00.000,1.35285,1.36670,1.35236,1.36427,82182600708.01
18.11.2010 22:00:00.000,1.36404,1.37311,1.36082,1.36716,72878999633.79
21.11.2010 22:00:00.000,1.37159,1.37859,1.35764,1.36254,66057099487.3
22.11.2010 22:00:00.000,1.36244,1.36326,1.33614,1.33671,92311400268.56
23.11.2010 22:00:00.000,1.33661,1.34209,1.32839,1.33337,90014800415.04
24.11.2010 22:00:00.000,1.33332,1.33870,1.32864,1.33580,79901199401.86
25.11.2010 22:00:00.000,1.33579,1.33611,1.32001,1.32395,73047600830.08
28.11.2010 22:00:00.000,1.32792,1.32999,1.30638,1.31248,145506501708.98
29.11.2010 22:00:00.000,1.31238,1.31497,1.29685,1.29820,237489699951.17
30.11.2010 22:00:00.000,1.29818,1.31780,1.29707,1.31379,208727200195.31
01.12.2010 22:00:00.000,1.31379,1.32468,1.30599,1.32086,203193900634.77
02.12.2010 22:00:00.000,1.32086,1.34376,1.31927,1.34135,177397599609.38
05.12.2010 22:00:00.000,1.33773,1.34218,1.32459,1.33072,171771801025.39
06.12.2010 22:00:00.000,1.33072,1.34000,1.32576,1.32604,179943500244.14
07.12.2010 22:00:00.000,1.32591,1.32796,1.31798,1.32609,188394701171.88
08.12.2010 22:00:00.000,1.32609,1.33223,1.31643,1.32378,175933300048.83
09.12.2010 22:00:00.000,1.32377,1.32819,1.31785,1.32218,143825499145.51
12.12.2010 22:00:00.000,1.31937,1.34329,1.31821,1.33900,168619199462.89
13.12.2010 22:00:00.000,1.33883,1.34979,1.33627,1.33774,196438597900.39
14.12.2010 22:00:00.000,1.33770,1.33809,1.32078,1.32125,204075200195.31
15.12.2010 22:00:00.000,1.32127,1.32655,1.31809,1.32431,172065499511.72
16.12.2010 22:00:00.000,1.32409,1.33581,1.31329,1.31864,168277400634.77
19.12.2010 22:00:00.000,1.31812,1.31849,1.30943,1.31306,184882312744.14
20.12.2010 22:00:00.000,1.31306,1.32014,1.30732,1.31002,185612554199.22
21.12.2010 22:00:00.000,1.31000,1.31806,1.30780,1.30987,162047429443.36
22.12.2010 22:00:00.000,1.30991,1.31512,1.30550,1.31123,134533155761.72
23.12.2010 22:00:00.000,1.31112,1.31475,1.30976,1.31188,62214990234.38
26.12.2010 22:00:00.000,1.31110,1.31695,1.30716,1.31635,96055657226.56
27.12.2010 22:00:00.000,1.31633,1.32740,1.30940,1.31140,135531628662.11
28.12.2010 22:00:00.000,1.31140,1.32378,1.30827,1.32242,135792358886.72
29.12.2010 22:00:00.000,1.32242,1.33137,1.32139,1.32863,127924830200.2
30.12.2010 22:00:00.000,1.32859,1.34238,1.32843,1.33852,115057030029.3
31.12.2010 22:00:00.000,1.33852,1.33852,1.33824,1.33824,0
02.01.2011 22:00:00.000,1.33436,1.33947,1.32500,1.33598,158152061645.51
03.01.2011 22:00:00.000,1.33596,1.34298,1.32923,1.33068,204936740478.52
04.01.2011 22:00:00.000,1.33047,1.33248,1.31262,1.31490,191026630371.09
05.01.2011 22:00:00.000,1.31488,1.31698,1.29969,1.30024,171755590087.89
06.01.2011 22:00:00.000,1.30018,1.30209,1.29045,1.29060,178242020507.81
09.01.2011 22:00:00.000,1.28745,1.29638,1.28713,1.29508,153211100097.66
10.01.2011 22:00:00.000,1.29508,1.29905,1.29070,1.29732,182967181396.48
11.01.2011 22:00:00.000,1.29732,1.31428,1.29621,1.31322,188300599609.38
12.01.2011 22:00:00.000,1.31322,1.33829,1.30886,1.33634,183947541748.05
13.01.2011 22:00:00.000,1.33634,1.34521,1.33142,1.33868,176019119873.05
16.01.2011 22:00:00.000,1.33812,1.33847,1.32441,1.32932,156651630493.16
17.01.2011 22:00:00.000,1.32932,1.34622,1.32527,1.33865,211863258789.06
18.01.2011 22:00:00.000,1.33865,1.35379,1.33680,1.34728,213273189697.27
19.01.2011 22:00:00.000,1.34711,1.35218,1.33958,1.34717,230471837646.48
20.01.2011 22:00:00.000,1.34717,1.36247,1.34485,1.36204,200540390625
23.01.2011 22:00:00.000,1.36388,1.36852,1.35407,1.36370,181836001464.84
24.01.2011 22:00:00.000,1.36372,1.37038,1.35742,1.36808,213526239013.67
25.01.2011 22:00:00.000,1.36806,1.37212,1.36449,1.37121,183526859375
26.01.2011 22:00:00.000,1.37121,1.37572,1.36385,1.37325,176973309814.45
27.01.2011 22:00:00.000,1.37325,1.37458,1.35831,1.36099,168266942626.95
30.01.2011 22:00:00.000,1.35866,1.37391,1.35699,1.36929,195457118896.48
31.01.2011 22:00:00.000,1.36931,1.38422,1.36880,1.38289,203576090332.04
01.02.2011 22:00:00.000,1.38284,1.38612,1.37689,1.38101,195200810058.59
02.02.2011 22:00:00.000,1.38101,1.38246,1.36090,1.36333,200410509521.48
03.02.2011 22:00:00.000,1.36333,1.36492,1.35431,1.35798,181808888183.59
06.02.2011 22:00:00.000,1.35590,1.36262,1.35079,1.35817,199656620361.33
07.02.2011 22:00:00.000,1.35817,1.36881,1.35720,1.36249,219110540283.2
08.02.2011 22:00:00.000,1.36249,1.37428,1.36106,1.37318,176022951171.88
09.02.2011 22:00:00.000,1.37318,1.37318,1.35771,1.36018,178079579101.56
10.02.2011 22:00:00.000,1.36014,1.36202,1.34972,1.35504,152821230224.61
13.02.2011 22:00:00.000,1.35060,1.35582,1.34280,1.34883,170916179687.5
14.02.2011 22:00:00.000,1.34883,1.35504,1.34609,1.34866,191687181640.63
15.02.2011 22:00:00.000,1.34865,1.35879,1.34619,1.35680,206301350830.08
16.02.2011 22:00:00.000,1.35666,1.36183,1.35368,1.36087,199447130859.38
17.02.2011 22:00:00.000,1.36087,1.37144,1.35459,1.36921,200646790283.2
